Journal title,Journal URL,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Journal provides download statistics,Download statistics information URL,Journal license
Ambient Science,http://www.caves.res.in/Journal.htm,,2348-5191,2348-8980,Yes,http://www.caves.res.in/journal/c.htm,CC BY-NC
International Journal of Mosquito Research,http://www.dipterajournal.com,,2348-7941,2348-5906,,,CC BY-NC
Journal of Evidence Based Medicine and Healthcare,http://www.jebmh.com,,2349-2562,2349-2570,,,BY-NC-ND
Research and Humanities in Medical Education,http://rhime.in/ojs/index.php?journal=rhime&page=index,RHiME,,2350-0565,,,CC BY-NC-ND
Igra Ustvarjalnosti,http://www.iu-cg.org/,Creativity Game,,2350-3637,,,CC BY-NC-ND
Psihološka Obzorja,http://psiholoska-obzorja.si/,Horizons of Psychology,,2350-5141,Yes,http://psiholoska-obzorja.si/en/,CC BY
Asia Pacific Journal of Multidisciplinary Research,http://www.apjmr.com/,,2350-7756,2350-8442,,,CC BY
"Coactivity: Philology, Educology",http://www.cpe.vgtu.lt,"Santalka: Filologija, Edukologija",2351-714X,2335-7711,,,CC BY-NC
Advances in Digestive Medicine,http://www.journals.elsevier.com/advances-in-digestive-medicine/,,2351-9797,,,,CC BY-NC-ND
Global Ecology and Conservation,http://www.journals.elsevier.com/global-ecology-and-conservation/,,,2351-9894,,,CC BY-NC-ND
International Journal of Nursing Sciences,http://www.journals.elsevier.com/international-journal-of-nursing-sciences/,,,2352-0132,,,CC BY-NC-ND
European Journal of Radiology Open,http://www.journals.elsevier.com/european-journal-of-radiology-open/,,,2352-0477,,,CC BY-NC-ND
Thrita,http://thritajournal.com/,,2352-0612,2352-0620,,,CC BY-NC
Nuclear Materials and Energy,http://www.journals.elsevier.com/nuclear-materials-and-energy/,,,2352-1791,,,CC BY-NC-ND
Bone Reports,http://www.journals.elsevier.com/bone-reports/,,,2352-1872,,,CC BY-NC-ND
Data in Brief,http://www.journals.elsevier.com/data-in-brief/,,,2352-3409,,,CC BY
EBioMedicine,http://www.journals.elsevier.com/ebiomedicine/,,,2352-3964,,,CC BY-NC-ND
Aquaculture Reports,http://www.journals.elsevier.com/aquaculture-reports/,,2352-5134,,,,CC BY
Gynecologic Oncology Reports,http://www.journals.elsevier.com/gynecologic-oncology-reports/,,,2352-5789,,,CC BY-NC-ND
Radiology of Infectious Diseases,http://www.journals.elsevier.com/radiology-of-infectious-diseases/,,2352-6211,,,,CC BY-NC-ND
Natural Gas Industry B,http://www.journals.elsevier.com/natural-gas-industry-b/,,2352-8540,,,,CC BY-NC-ND
International Journal of Cardiology: Heart & Vasculature,http://www.journals.elsevier.com/ijc-heart-and-vasculature/,IJC Heart and Vasculature,,2352-9067,,,CC BY-NC-ND
 ALGERIAN JOURNAL OF NATURAL PRODUCTS,http://www.ajnp.webs.com,,,2353-0391,Yes,www.ajnp.webs.com,CC BY-NC
Nonautonomous Dynamical Systems,http://www.degruyter.com/view/j/msds,,,2353-0626,,,CC BY-NC-ND
Scandinavian Journal of Forensic Science,http://www.degruyter.com/view/j/sjfs,,,2353-0707,,,CC BY-NC-ND
Health Psychology Report,http://www.termedia.pl/Journal/Health_Psychology_Report-74/Info,,2353-4184,2353-5571,,,CC BY-NC-SA
Current Issues in Personality Psychology,http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info,,2353-4192,2353-561X,,,CC BY-NC-SA
International Journal for Transformative Research,http://www.degruyter.com/view/j/ijtr,,,2353-5415,,,CC BY-NC-ND
Explorations (Opole),http://www.explorations.uni.opole.pl,Explorations: a journal of language and literature,,2353-6969,,,CC BY
Curved and Layered Structures,http://www.degruyter.com/view/j/cls,,,2353-7396,,,CC BY-NC-ND
Folia Cardiologica,https://journals.viamedica.pl/folia_cardiologica,,2353-7752,2353-7760,,,CC BY-NC-ND
Marketing of Scientific and Research Organisations,http://minib.pl/en/about/,Marketing Instytucji Naukowych i Badawczych,2353-8503,2353-8414,Yes,http://minib.pl/category/no-3-2014/,CC BY-NC
Environmental Protection and Natural Resources,http://www.degruyter.com/view/j/oszn,Ochrona Środowiska i Zasobów Naturalnych,,2353-8589,,,CC BY-NC-ND
Entrepreneurial Business and Economics Review,http://www.eber.uek.krakow.pl/,,2353-883X,2353-8821,,,CC BY-NC-ND
Comparative Professional Pedagogy,http://www.degruyter.com/view/j/rpp,Porìvnâlʹna Profesìjna Pedagogìka,,2353-9518,,,CC BY-NC-ND
Environmental & Socio-economic Studies,http://www.degruyter.com/view/j/environ,,,2354-0079,,,CC BY-NC-ND
Journal of Wetlands Environmental Management,http://ijwem.unlam.ac.id,,2354-5844,,,,CC BY
Jurnal Pendidikan dan Pemberdayaan Masyarakat,http://journal.uny.ac.id/index.php/jppm,,2355-1615,2477-2992,,,CC BY-SA
Journal of Urban Society's Arts,http://journal.isi.ac.id/index.php/JOUSA,JOUSA,2355-214X,2355-2131,,,CC BY
Studies in English Language and Education,http://www.jurnal.unsyiah.ac.id/SiELE,SiELE Journal,2355-2794,,,,CC BY
Journal of Indonesian Tourism and Development Studies,http://jitode.ub.ac.id/,,2355-3979,2338-1647,,,CC BY
Ruang-Space: Jurnal Lingkungan Binaan,http://ojs.unud.ac.id/index.php/ruang,Journal of The Built Environment,,2355-570X,,,CC BY
Geoplanning: Journal of Geomatics and Planning,http://ejournal.undip.ac.id/index.php/geoplanning/index,,2355-6544,,,http://statcounter.com/p10315349/download/,CC BY-NC-SA
Ar-Raniry: International Journal of Islamic Studies,http://journalarraniry.com/,,2355-7885,2355-813X,,,CC BY-SA
SISFORMA,http://journal.unika.ac.id/index.php/sisforma,,2355-8253,2442-7888,,,CC BY
Indonesian Journal on Geoscience,http://ijog.bgl.esdm.go.id,IJOG,2355-9314,2355-9306,,,CC BY-SA
Kafa'ah: Journal of Gender Studies,http://www.kafaah.org/index.php/kafaah,Kafa'ah,2356-0894,2356-0630,,,CC BY-NC-SA
Arabiyat,http://journal.uinjkt.ac.id/index.php/arabiyat,Arabiyat: Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban,2356-153X,2442-9473,,http://journal.uinjkt.ac.id/index.php/arabiyat/about/statistics?statisticsYear=2015,CC BY-SA
Techno.Com,http://publikasi.dinus.ac.id/index.php/technoc/index,,2356-2579,2356-2579,,,CC BY
Journal of Software Engineering,http://journal.ilmukomputer.org/index.php/jse/index,JSE,2356-3974,,,,CC BY
Journal of Intelligent Systems,http://journal.ilmukomputer.org/index.php/jis,,2356-3982,,,,CC BY
International Journal on Smart Material and Mechatronics,http://siaka.unhas.ac.id/ijsmm/,IJSMM,2356-5314,,Yes,http://siaka.unhas.ac.id/ijsmm/library/?kategori=vol1,CC BY
The Scientific World Journal,http://www.hindawi.com/journals/tswj/,TSWJ,2356-6140,1537-744X,,,CC BY
Journal of Climatology,http://www.hindawi.com/journals/jcli/,,2356-6361,2314-6214,,,CC BY
Advances in Aerospace Engineering ,http://www.hindawi.com/journals/aae/,,2356-6531,2314-7520,,,CC BY
Advances in Agriculture,http://www.hindawi.com/journals/aag/,,2356-654X,2314-7539,,,CC BY
Advances in Anatomy ,http://www.hindawi.com/journals/aanat/,,2356-6558,2314-7547,,,CC BY
Advances in Andrology,http://www.hindawi.com/journals/aandrol/,,2356-6566,2314-8446,,,CC BY
Advances in Biology,http://www.hindawi.com/journals/ab/,,2356-6582,2314-7563,,,CC BY
Advances in Biomaterials ,http://www.hindawi.com/journals/abm/,,2356-6590,2314-7873,,,CC BY
Advances in Botany,http://www.hindawi.com/journals/abot/,,2356-6604,2314-7857,,,CC BY
Advances in Chemistry,http://www.hindawi.com/journals/ac/,,2356-6612,2314-7571,,,CC BY
Advances in Computer Engineering,http://www.hindawi.com/journals/aceng/,,2356-6620,2314-7601,,,CC BY
Advances in Ecology,http://www.hindawi.com/journals/ae/,,2356-6647,2314-761X,,,CC BY
Advances in Electrical Engineering,http://www.hindawi.com/journals/aee/,,2356-6655,2314-7636,,,CC BY
Advances in Electronics,http://www.hindawi.com/journals/aelc/,,2356-6663,2314-7881,,,CC BY
Advances in Emergency Medicine,http://www.hindawi.com/journals/aem/,,2356-6671,2314-7644,,,CC BY
Advances in Endocrinology,http://www.hindawi.com/journals/aen/,,2356-668X,2314-7903,,,CC BY
Advances in Environmental Chemistry,http://www.hindawi.com/journals/aec/,,2356-6698,2314-7652,,,CC BY
Advances in Epidemiology,http://www.hindawi.com/journals/aep/,,2356-6701,2314-7628,,,CC BY
Advances in Geriatrics,http://www.hindawi.com/journals/ager/,,2356-6736,2314-7679,,,CC BY
Advances in Hepatology,http://www.hindawi.com/journals/ahe/,,2356-6744,2314-7709,,,CC BY
Advances in Medicine,http://www.hindawi.com/journals/amed/,,2356-6752,2314-758X,,,CC BY
Advances in Nephrology,http://www.hindawi.com/journals/an/,,2356-6779,2314-792X,,,CC BY
Advances in Neuroscience,http://www.hindawi.com/journals/aneu/,,2356-6787,2314-789X,,,CC BY
Advances in Nursing,http://www.hindawi.com/journals/anurs/,,2356-6795,2314-7725,,,CC BY
Advances in Optics,http://www.hindawi.com/journals/ao/,,2356-6817,2314-7741,,,CC BY
Advances in Orthopedic Surgery,http://www.hindawi.com/journals/aos/,,2356-6825,2314-8233,,,CC BY
Advances in Otolaryngology,http://www.hindawi.com/journals/aoto/,,2356-6833,2314-7938,,,CC BY
Advances in Pharmaceutics,http://www.hindawi.com/journals/ap/,,2356-6841,2314-775X,,,CC BY
Advances in Psychiatry,http://www.hindawi.com/journals/apsy/,,2356-685X,2314-7768,,,CC BY
Advances in Public Health,http://www.hindawi.com/journals/aph/,,2356-6868,2314-7784,,,CC BY
Advances in Statistics,http://www.hindawi.com/journals/as/,,2356-6892,2314-8314,,,CC BY
Advances in Toxicology,http://www.hindawi.com/journals/atox/,,2356-6906,2314-7822,,,CC BY
Advances in Vascular Medicine,http://www.hindawi.com/journals/avm/,,2356-6914,2314-7830,,,CC BY
Advances in Zoology,http://www.hindawi.com/journals/az/,,2356-6922,2314-7865,,,CC BY
Game Theory,http://www.hindawi.com/journals/gt/,,2356-6930,2314-6559,,,CC BY
International Journal of Bacteriology,http://www.hindawi.com/journals/ijb/,,2356-6957,2314-596X,,,CC BY
International Journal of Brain Science,http://www.hindawi.com/journals/ijbs/,,2356-6965,2314-7016,,,CC BY
International Journal of Chronic Diseases,http://www.hindawi.com/journals/ijcd/,,2356-6981,2314-5749,,,CC BY
International Journal of Engineering Mathematics,http://www.hindawi.com/journals/ijem/,,2356-7007,2314-6109,,,CC BY
International Journal of Food Science,http://www.hindawi.com/journals/ijfs/,,2356-7015,2314-5765,,,CC BY
International Journal of Manufacturing Engineering,http://www.hindawi.com/journals/ijme/,,2356-7023,2314-5781,,,CC BY
International Journal of Metals,http://www.hindawi.com/journals/ijmet/,,2356-704X,2314-680X,,,CC BY
International Journal of Mineralogy,http://www.hindawi.com/journals/ijm/,,2356-7058,2314-6036,,,CC BY
International Journal of Nuclear Energy,http://www.hindawi.com/journals/ijne/,,2356-7066,2314-6060,,,CC BY
International Journal of Palliative Care,http://www.hindawi.com/journals/ijpc/,,2356-7074,2314-579X,,,CC BY
International Journal of Partial Differential Equations,http://www.hindawi.com/journals/ijpde/,,2356-7082,2314-6524,,,CC BY
International Journal of Photochemistry ,http://www.hindawi.com/journals/ijpho/,,2356-7090,2314-7148,,,CC BY
International Journal of Statistical Mechanics,http://www.hindawi.com/journals/ijsm/,,2356-7112,2314-6850,,,CC BY
International Journal of Superconductivity ,http://www.hindawi.com/journals/ijsu/,,2356-7120,2314-6869,,,CC BY
Journal of Aerodynamics ,http://www.hindawi.com/journals/jaer/,,2356-7139,2314-6206,,,CC BY
Journal of Anesthesiology ,http://www.hindawi.com/journals/jan/,,2356-7147,2314-6974,,,CC BY
Journal of Applied Chemistry,http://www.hindawi.com/journals/jac/,,2356-7171,2314-6923,,,CC BY
Journal of Astrophysics,http://www.hindawi.com/journals/jas/,,2356-718X,2314-6192,,,CC BY
Journal of Calculus of Variations,http://www.hindawi.com/journals/jcv/,,2356-7198,2314-6613,,,CC BY
Journal of Cancer Research,http://www.hindawi.com/journals/jcr/,,2356-7201,2314-6915,,,CC BY
Journal of Chaos,http://www.hindawi.com/journals/jcha/,,2356-7228,2314-6605,,,CC BY
Journal of Coatings,http://www.hindawi.com/journals/jcoat/,,2356-7236,2314-6508,,,CC BY
Journal of Complex Systems,http://www.hindawi.com/journals/jcs/,,2356-7244,2314-6540,,,CC BY
Journal of Composites,http://www.hindawi.com/journals/jcomp/,,2356-7252,2314-5978,,,CC BY
Journal of Computational Engineering,http://www.hindawi.com/journals/jcengi/,,2356-7260,2314-6443,,,CC BY
Journal of Computational Environmental Sciences,http://www.hindawi.com/journals/jces/,,2356-7279,2314-8292,,,CC BY
Journal of Computational Methods in Physics,http://www.hindawi.com/journals/jcmp/,,2356-7287,2314-6834,,,CC BY
Journal of Construction Engineering,http://www.hindawi.com/journals/jcen/,,2356-7295,2314-5986,,,CC BY
Journal of Crystallography,http://www.hindawi.com/journals/jcrys/,,2356-7317,2314-5994,,,CC BY
Journal of Dental Surgery,http://www.hindawi.com/journals/jds/,,2356-7325,2314-6583,,,CC BY
Journal of Ecosystems,http://www.hindawi.com/journals/jeco/,,2356-7341,2314-6001,,,CC BY
Journal of Energy,http://www.hindawi.com/journals/jen/,,2356-735X,2314-615X,,,CC BY
Journal of Experimental Physics,http://www.hindawi.com/journals/jep/,,2356-7368,2314-7849,,,CC BY
Journal of Fluids,http://www.hindawi.com/journals/fluids/,,2356-7376,2314-6826,,,CC BY
Journal of Food Processing,http://www.hindawi.com/journals/jfp/,,2356-7384,2314-839X,,,CC BY
Journal of Fuels,http://www.hindawi.com/journals/jfu/,,2356-7392,2314-601X,,,CC BY
Journal of Geochemistry,http://www.hindawi.com/journals/jg/,,2356-7406,2314-5803,,,CC BY
Journal of Geriatrics,http://www.hindawi.com/journals/jger/,,2356-7414,2314-7121,,,CC BY
Journal of Gravity,http://www.hindawi.com/journals/jgrav/,,2356-7422,2314-6907,,,CC BY
Journal of Histology,http://www.hindawi.com/journals/jh/,,2356-7430,2314-6028,,,CC BY
Journal of Hormones,http://www.hindawi.com/journals/jhor/,,2356-7449,2314-6222,,,CC BY
Journal of Inorganic Chemistry,http://www.hindawi.com/journals/jic/,,2356-7457,2314-713X,,,CC BY
Journal of Insects,http://www.hindawi.com/journals/insects/,,2356-7465,2314-6478,,,CC BY
Journal of Mining,http://www.hindawi.com/journals/jmin/,,2356-7473,2314-6532,,,CC BY
Journal of Mycology,http://www.hindawi.com/journals/jmy/,,2356-7481,2314-6168,,,CC BY
Journal of Nanoscience,http://www.hindawi.com/journals/jns/,,2356-749X,2314-6931,,,CC BY
Journal of Nonlinear Dynamics,http://www.hindawi.com/journals/jndy/,,2356-7503,2314-6893,,,CC BY
Journal of Numbers,http://www.hindawi.com/journals/jn/,,2356-7511,2314-842X,,,CC BY
Journal of Optimization,http://www.hindawi.com/journals/jopti/,,2356-752X,2314-6486,,,CC BY
Journal of Oral Diseases,http://www.hindawi.com/journals/jod/,,2356-7538,2314-6516,,,CC BY
Journal of Photonics,http://www.hindawi.com/journals/jpho/,,2356-7562,2314-6451,,,CC BY
Journal of Polymers,http://www.hindawi.com/journals/jpol/,,2356-7570,2314-6877,,,CC BY
Journal of Probability,http://www.hindawi.com/journals/jprob/,,2356-7589,2314-8373,,,CC BY
Journal of Quantum Chemistry,http://www.hindawi.com/journals/jqc/,,2356-7597,2314-6982,,,CC BY
Journal of Radiotherapy,http://www.hindawi.com/journals/jra/,,2356-7600,2314-8349,,,CC BY
Journal of Solar Energy ,http://www.hindawi.com/journals/jse/,,2356-7635,2314-6230,,,CC BY
Journal of Solid State Physics,http://www.hindawi.com/journals/jssp/,,2356-7643,2314-6842,,,CC BY
Journal of Sports Medicine,http://www.hindawi.com/journals/jsm/,,2356-7651,2314-6176,,,CC BY
Journal of Structures,http://www.hindawi.com/journals/jstruc/,,2356-766X,2314-6494,,,CC BY
Journal of Theoretical Chemistry,http://www.hindawi.com/journals/jtc/,,2356-7686,2314-6184,,,CC BY
Journal of Veterinary Medicine,http://www.hindawi.com/journals/jvm/,,2356-7708,2314-6966,,,CC BY
Journal of Viruses ,http://www.hindawi.com/journals/jvi/,,2356-7716,2314-646X,,,CC BY
Journal of Wind Energy,http://www.hindawi.com/journals/jwe/,,2356-7732,2314-6249,,,CC BY
New Journal of Science,http://www.hindawi.com/journals/njos/,,2356-7740,2090-8520,,,CC BY
Surgery Research and Practice,http://www.hindawi.com/journals/srp/,,2356-7759,2356-6124,,,CC BY
Journal of Difference Equations,http://www.hindawi.com/journals/jde/,,2356-7856,2356-7848,,,CC BY
International Journal of Computational Mathematics ,http://www.hindawi.com/journals/ijcm/,,2356-797X,2314-856X,,,CC BY
BoEM: Boletim Online de Educação Matemática,http://www.revistas.udesc.br/index.php/boem,,,2357-724X,,,CC BY-NC-ND
Clinical and Laboratorial Research in Dentistry,http://www.revistas.usp.br/clrd,,,2357-8041,Yes,http://www.revistas.usp.br/clrd/article/view/75026,CC BY-NC
Advances in Forestry Science,http://periodicoscientificos.ufmt.br/index.php/afor/index,,,2357-8181,,,CC BY
Revista Uninter de Comunicação,http://uninter.com/revistacomunicacao/,,,2357-9870,Yes,,CC BY
"Revista Espaço Ética: Educação, Gestão e Consumo",http://revistaespacoetica.com.br/,,2358-0224,2359-5795,,,CC BY-NC-ND
Art&Sensorium: Revista Interdisciplinar Internacional de Artes Visuais,http://periodicos.unespar.edu.br/index.php/sensorium,Art&Sensorium,,2358-0437,,http://www3.clustrmaps.com/counter/maps.php?url=http://periodicos.unespar.edu.br/index.php/sensorium/index,CC BY
Revista Memorare,http://www.portaldeperiodicos.unisul.br/index.php/memorare_grupep,,,2358-0593,,,CC BY
Ciência da Informação em Revista,http://www.seer.ufal.br/index.php/cir/index,,,2358-0763,,,CC BY-NC
Cadernos Ibero-americanos de Direito Sanitário,http://www.cadernos.prodisa.fiocruz.br/,Cadernos,,2358-1824,,,CC BY-NC
Revista Brasileira de Educação em Ciência da Informação,http://www.abecin.org.br/revista/index.php/rebecin,REBECIN,,2358-3193,,,CC BY-NC
Journal of Applied Pharmaceutical Sciences,http://japhac.wix.com/japhac,Revista de Ciências Farmacêuticas Aplicadas,,2358-3495,,http://japhac.wix.com/afva,CC BY-ND
Zootecnia,http://www.cantacantos.com.br/revista/index.php/zootecnia/index,,,2358-3576,,,CC BY
Faces da História,http://seer.assis.unesp.br/index.php/faces/index,FH,,2358-3878,,,CC BY
Informação & Tecnologia,http://periodicos.ufpb.br/ojs/index.php/itec,ITEC ,,2358-3908,,,CC BY-NC-SA
Nematoda,http://www.nematoda.org,,,2358-436X,,,CC BY-NC
Projetos e Dissertações em Sistemas de Informação e Gestão do Conhecimento,http://www.fumec.br/revistas/sigc,,,2358-5501,,http://www.fumec.br/revistas/sigc/about/statistics,CC BY
Revista de Agricultura Neotropical,http://periodicos.uems.br/novo/index.php/agrineo/index,,,2358-6303,,,CC BY
Revista Eletrônica Científica do CRA-PR - RECC,http://www.cra-pr.org.br/revista,,,2358-7083,,,CC BY-NC
Linkscienceplace,http://revista.srvroot.com/linkscienceplace/index.php/linkscienceplace,Revista Científica Interdisciplinar,,2358-8411,,,CC BY
Revista Sustinere,http://www.e-publicacoes.uerj.br/index.php/sustinere,Sustinere,,2359-0424,,,CC BY
